time,susceptible,infected,hospital,recovered,dead
0,1962,38,0,0,0
1,1885,115,2,0,0
2,1860,140,5,0,0
3,1857,143,6,0,0
4,1857,143,9,0,0
5,1857,143,10,0,0
6,1856,144,13,0,0
7,1854,146,18,0,0
8,1854,146,20,0,0
9,1854,146,22,0,0
10,1854,146,24,0,0
11,1854,146,27,0,0
12,1854,146,29,0,0
13,1854,146,34,0,0
14,1854,146,34,0,0
15,1854,146,35,0,0
16,1854,146,36,0,0
17,1854,146,36,0,0
18,1854,146,37,0,0
19,1854,146,39,0,0
20,1854,146,40,0,0
21,1854,146,40,0,0
22,1854,146,41,0,0
23,1854,146,41,0,0
24,1854,146,43,0,0
25,1854,146,43,0,0
26,1854,146,44,0,0
27,1854,146,47,0,0
28,1854,146,48,0,0
29,1854,146,49,0,0
30,1854,146,51,0,0
31,1854,146,53,0,0
32,1854,146,54,0,0
33,1854,146,55,0,0
34,1854,146,57,0,0
35,1854,146,58,0,0
36,1854,146,60,0,0
37,1854,146,60,0,0
38,1854,146,63,0,0
39,1854,146,64,0,0
40,1854,146,64,0,0
41,1854,146,65,0,0
42,1854,146,65,0,0
43,1854,146,65,0,0
44,1854,146,65,0,0
45,1854,146,66,0,0
46,1854,146,68,0,0
47,1851,149,70,0,0
48,1847,153,73,0,0
49,1842,158,74,0,0
50,1842,158,76,0,0
51,1841,159,77,0,0
52,1841,159,79,0,0
53,1841,159,81,0,0
54,1841,159,83,0,0
55,1841,159,84,0,0
56,1841,159,84,0,0
57,1841,159,85,0,0
58,1841,159,86,0,0
59,1840,160,86,0,0
60,1839,161,87,0,0
61,1835,165,88,0,0
62,1835,165,89,0,0
63,1832,168,90,0,0
64,1830,170,93,0,0
65,1830,170,93,0,0
66,1830,170,94,0,0
67,1830,170,95,0,0
68,1830,170,96,0,0
69,1829,171,98,0,0
70,1828,172,98,0,0
71,1828,172,101,0,0
72,1828,172,102,0,0
73,1828,172,103,0,0
74,1828,172,104,0,0
75,1827,173,105,0,0
76,1827,173,106,0,0
77,1824,176,107,0,0
78,1823,177,107,0,0
79,1823,177,107,0,0
80,1819,181,109,0,0
81,1818,182,110,0,0
82,1814,186,110,0,0
83,1812,188,111,0,0
84,1812,188,111,0,0
85,1812,188,111,0,0
86,1812,188,112,0,0
87,1811,189,113,0,0
88,1810,190,114,0,0
89,1810,190,117,0,0
90,1810,190,117,0,0
91,1810,190,120,0,0
92,1810,190,122,0,0
93,1810,190,122,0,0
94,1810,190,122,0,0
95,1810,190,123,0,0
96,1810,190,125,0,0
97,1808,192,126,0,0
98,1806,194,128,0,0
99,1806,194,129,0,0
100,1806,194,130,0,0
101,1806,194,129,0,0
102,1806,194,126,0,0
103,1804,196,125,0,0
104,1804,196,124,0,0
105,1804,196,125,0,0
106,1804,196,125,0,0
107,1804,196,121,0,0
108,1804,196,121,0,0
109,1803,197,119,0,0
110,1802,198,118,0,0
111,1802,198,117,0,0
112,1800,200,117,0,0
113,1800,200,114,0,0
114,1798,202,117,0,0
115,1797,203,118,0,0
116,1797,203,119,0,0
117,1796,204,119,0,0
118,1795,205,118,0,0
119,1795,205,116,0,0
120,1795,205,118,0,0
121,1792,208,120,0,0
122,1792,208,119,0,0
123,1792,208,121,0,0
124,1790,210,122,0,0
125,1788,212,123,0,0
126,1787,213,122,0,0
127,1787,213,120,0,0
128,1787,213,123,0,0
129,1787,213,123,0,0
130,1786,214,124,0,0
131,1784,216,122,0,0
132,1782,218,125,0,0
133,1780,220,124,0,0
134,1779,221,125,0,0
135,1779,221,125,0,0
136,1779,221,123,0,0
137,1778,222,123,0,0
138,1777,223,122,0,0
139,1777,223,124,0,0
140,1776,224,127,0,0
141,1775,225,127,0,0
142,1772,228,131,0,0
143,1766,234,132,0,0
144,1766,234,135,0,0
145,1765,235,137,0,0
146,1765,235,135,0,0
147,1765,235,135,0,0
148,1765,235,136,0,0
149,1763,237,135,0,0
150,1761,239,135,0,0
151,1761,239,137,0,0
152,1760,240,136,0,0
153,1760,240,137,0,0
154,1760,240,137,0,0
155,1759,241,140,0,0
156,1759,241,143,0,0
157,1759,241,142,0,0
158,1759,241,142,0,0
159,1759,241,144,0,0
160,1759,241,143,0,0
161,1759,241,145,0,0
162,1758,242,147,0,0
163,1758,242,152,0,0
164,1756,244,149,0,0
165,1754,246,149,0,0
166,1749,251,150,0,0
167,1747,253,149,0,0
168,1747,253,149,0,0
169,1747,253,148,0,0
170,1747,253,151,0,0
171,1747,253,150,0,0
172,1746,254,150,0,0
173,1742,258,151,0,0
174,1739,261,152,0,0
175,1739,261,151,0,0
176,1738,262,151,0,0
177,1735,265,151,0,0
178,1735,265,152,0,0
179,1733,267,153,0,0
180,1733,267,152,0,0
181,1733,267,152,0,0
182,1733,267,153,0,0
183,1733,267,154,0,0
184,1733,267,156,0,0
185,1730,270,157,0,0
186,1729,271,158,0,0
187,1729,271,160,0,0
188,1729,271,160,0,0
189,1728,272,158,0,0
190,1726,274,161,0,0
191,1726,274,161,0,0
192,1726,274,160,0,0
193,1726,274,162,0,0
194,1726,274,163,0,0
195,1725,275,164,0,0
196,1723,277,163,0,0
197,1723,277,164,0,0
198,1723,277,166,0,0
199,1722,278,168,0,0
200,1722,278,168,0,0
201,1721,279,168,0,0
202,1719,281,170,0,0
