time,susceptible,infected,hospital,recovered,dead
0,1963,37,0,0,0
1,1923,77,0,0,0
2,1901,99,1,0,0
3,1894,106,2,0,0
4,1894,106,2,0,0
5,1894,106,3,0,0
6,1894,106,4,0,0
7,1894,106,4,0,0
8,1894,106,4,0,0
9,1894,106,5,0,0
10,1894,106,5,0,0
11,1894,106,5,0,0
12,1894,106,5,0,0
13,1894,106,6,0,0
14,1894,106,9,0,0
15,1894,106,10,0,0
16,1894,106,11,0,0
17,1894,106,11,0,0
18,1894,106,11,0,0
19,1894,106,11,0,0
20,1894,106,12,0,0
21,1894,106,12,0,0
22,1894,106,13,0,0
23,1894,106,14,0,0
24,1894,106,15,0,0
25,1894,106,15,0,0
26,1894,106,16,0,0
27,1894,106,17,0,0
28,1894,106,17,0,0
29,1893,107,17,0,0
30,1893,107,17,0,0
31,1893,107,17,0,0
32,1893,107,17,0,0
33,1892,108,18,0,0
34,1891,109,18,0,0
35,1891,109,18,0,0
36,1891,109,20,0,0
37,1889,111,20,0,0
38,1889,111,22,0,0
39,1889,111,23,0,0
40,1889,111,24,0,0
41,1889,111,24,0,0
42,1888,112,24,0,0
43,1888,112,25,0,0
44,1887,113,26,0,0
45,1886,114,26,0,0
46,1886,114,27,0,0
47,1886,114,29,0,0
48,1886,114,30,0,0
49,1886,114,30,0,0
50,1885,115,30,0,0
51,1884,116,30,0,0
52,1877,123,31,0,0
53,1874,126,31,0,0
54,1873,127,31,0,0
55,1872,128,31,0,0
56,1872,128,32,0,0
57,1872,128,33,0,0
58,1868,132,34,0,0
59,1867,133,34,0,0
60,1867,133,35,0,0
61,1867,133,36,0,0
62,1865,135,39,0,0
63,1865,135,39,0,0
64,1863,137,39,0,0
65,1862,138,39,0,0
66,1862,138,39,0,0
67,1861,139,39,0,0
68,1860,140,39,0,0
69,1860,140,39,0,0
70,1860,140,40,0,0
71,1860,140,40,0,0
72,1860,140,40,0,0
73,1860,140,41,0,0
74,1860,140,41,0,0
75,1860,140,42,0,0
76,1859,141,42,0,0
77,1859,141,43,0,0
78,1859,141,44,0,0
79,1859,141,44,0,0
80,1859,141,45,0,0
81,1859,141,46,0,0
82,1859,141,46,0,0
83,1859,141,47,0,0
84,1859,141,47,0,0
85,1859,141,47,0,0
86,1858,142,47,0,0
87,1858,142,47,0,0
88,1858,142,49,0,0
89,1857,143,49,0,0
90,1857,143,49,0,0
91,1857,143,50,0,0
92,1857,143,50,0,0
93,1856,144,50,0,0
94,1856,144,50,0,0
95,1856,144,50,0,0
96,1856,144,50,0,0
97,1855,145,50,0,0
98,1854,146,50,0,0
99,1853,147,50,0,0
100,1850,150,50,0,0
101,1850,150,51,0,0
102,1850,150,52,0,0
103,1850,150,51,0,0
104,1848,152,51,0,0
105,1846,154,52,0,0
106,1845,155,52,0,0
107,1845,155,53,0,0
108,1845,155,53,0,0
109,1845,155,52,0,0
110,1845,155,52,0,0
111,1845,155,52,0,0
112,1845,155,52,0,0
113,1844,156,51,0,0
114,1842,158,49,0,0
115,1842,158,48,0,0
116,1841,159,47,0,0
117,1839,161,47,0,0
118,1837,163,47,0,0
119,1836,164,48,0,0
120,1833,167,47,0,0
121,1831,169,48,0,0
122,1831,169,48,0,0
123,1830,170,47,0,0
124,1829,171,47,0,0
125,1826,174,47,0,0
126,1825,175,46,0,0
127,1825,175,45,0,0
128,1821,179,48,0,0
129,1818,182,48,0,0
130,1816,184,50,0,0
131,1815,185,51,0,0
132,1813,187,52,0,0
133,1813,187,51,0,0
134,1813,187,51,0,0
135,1812,188,51,0,0
136,1811,189,49,0,0
137,1808,192,49,0,0
138,1807,193,48,0,0
139,1807,193,47,0,0
140,1807,193,49,0,0
141,1807,193,49,0,0
142,1806,194,49,0,0
143,1806,194,48,0,0
144,1804,196,49,0,0
145,1803,197,50,0,0
146,1802,198,50,0,0
147,1800,200,49,0,0
148,1800,200,50,0,0
149,1800,200,51,0,0
150,1800,200,52,0,0
151,1800,200,53,0,0
152,1800,200,54,0,0
153,1799,201,54,0,0
154,1798,202,55,0,0
155,1796,204,55,0,0
156,1796,204,55,0,0
157,1795,205,55,0,0
158,1794,206,56,0,0
159,1793,207,57,0,0
160,1791,209,57,0,0
161,1790,210,58,0,0
162,1790,210,56,0,0
163,1789,211,56,0,0
164,1788,212,56,0,0
165,1786,214,57,0,0
166,1785,215,58,0,0
167,1784,216,59,0,0
168,1784,216,60,0,0
169,1784,216,62,0,0
170,1784,216,61,0,0
171,1782,218,62,0,0
172,1779,221,63,0,0
173,1779,221,65,0,0
174,1778,222,65,0,0
175,1778,222,64,0,0
176,1778,222,65,0,0
177,1778,222,65,0,0
178,1776,224,64,0,0
179,1773,227,65,0,0
180,1772,228,64,0,0
181,1772,228,64,0,0
182,1771,229,64,0,0
183,1769,231,64,0,0
184,1766,234,69,0,0
185,1766,234,69,0,0
186,1765,235,69,0,0
187,1764,236,71,0,0
188,1764,236,71,0,0
189,1763,237,73,0,0
190,1761,239,73,0,0
191,1761,239,72,0,0
192,1758,242,78,0,0
193,1758,242,80,0,0
194,1758,242,81,0,0
195,1756,244,81,0,0
196,1755,245,82,0,0
197,1754,246,83,0,0
198,1753,247,84,0,0
199,1752,248,84,0,0
200,1752,248,84,0,0
201,1751,249,84,0,0
202,1750,250,83,0,0
203,1749,251,84,0,0
204,1749,251,87,0,0
205,1749,251,87,0,0
206,1748,252,86,0,0
207,1747,253,87,0,0
208,1747,253,87,0,0
209,1746,254,87,0,0
210,1746,254,87,0,0
211,1746,254,87,0,0
212,1744,256,87,0,0
213,1744,256,87,0,0
214,1744,256,86,0,0
215,1744,256,86,0,0
216,1744,256,86,0,0
217,1744,256,87,0,0
218,1743,257,87,0,0
219,1742,258,87,0,0
220,1742,258,87,0,0
221,1742,258,86,0,0
222,1741,259,86,0,0
223,1740,260,86,0,0
224,1738,262,85,0,0
225,1737,263,85,0,0
226,1737,263,87,0,0
227,1737,263,87,0,0
228,1736,264,84,0,0
229,1732,268,85,0,0
230,1732,268,84,0,0
231,1731,269,84,0,0
232,1731,269,84,0,0
233,1730,270,85,0,0
234,1729,271,86,0,0
235,1728,272,87,0,0
236,1727,273,87,0,0
237,1727,273,89,0,0
238,1727,273,88,0,0
239,1727,273,89,0,0
240,1727,273,87,0,0
241,1726,274,88,0,0
242,1726,274,89,0,0
243,1725,275,89,0,0
244,1724,276,90,0,0
245,1724,276,91,0,0
246,1724,276,92,0,0
247,1723,277,93,0,0
248,1722,278,93,0,0
249,1721,279,94,0,0
250,1717,283,94,0,0
251,1712,288,93,0,0
252,1711,289,92,0,0
253,1710,290,92,0,0
254,1709,291,91,0,0
255,1709,291,91,0,0
256,1707,293,92,0,0
257,1706,294,91,0,0
258,1703,297,90,0,0
259,1700,300,92,0,0
260,1697,303,93,0,0
261,1697,303,91,0,0
262,1697,303,91,0,0
263,1697,303,92,0,0
264,1695,305,93,0,0
265,1694,306,92,0,0
266,1694,306,94,0,0
267,1694,306,93,0,0
268,1694,306,92,0,0
269,1691,309,91,0,0
270,1691,309,92,0,0
271,1691,309,92,0,0
272,1691,309,92,0,0
273,1691,309,90,0,0
274,1689,311,90,0,0
275,1689,311,91,0,0
276,1688,312,91,0,0
277,1688,312,90,0,0
278,1688,312,90,0,0
279,1687,313,89,0,0
280,1686,314,91,0,0
281,1686,314,91,0,0
282,1685,315,91,0,0
283,1685,315,92,0,0
284,1684,316,93,0,0
285,1684,316,93,0,0
286,1682,318,94,0,0
287,1681,319,93,0,0
288,1681,319,93,0,0
289,1681,319,92,0,0
290,1678,322,93,0,0
291,1676,324,94,0,0
292,1676,324,88,0,0
293,1675,325,87,0,0
294,1674,326,88,0,0
295,1671,329,88,0,0
296,1669,331,90,0,0
297,1668,332,92,0,0
298,1666,334,93,0,0
299,1663,337,93,0,0
300,1663,337,94,0,0
301,1660,340,93,0,0
302,1660,340,93,0,0
303,1660,340,92,0,0
304,1660,340,90,0,0
305,1660,340,89,0,0
306,1660,340,90,0,0
307,1660,340,90,0,0
308,1660,340,90,0,0
309,1658,342,91,0,0
310,1658,342,94,0,0
311,1656,344,94,0,0
312,1655,345,96,0,0
313,1654,346,99,0,0
314,1653,347,99,0,0
315,1653,347,100,0,0
316,1651,349,102,0,0
317,1650,350,101,0,0
318,1648,352,102,0,0
319,1647,353,101,0,0
320,1646,354,102,0,0
321,1646,354,104,0,0
322,1645,355,107,0,0
323,1645,355,109,0,0
324,1645,355,109,0,0
325,1644,356,109,0,0
326,1644,356,108,0,0
327,1644,356,108,0,0
328,1643,357,108,0,0
329,1640,360,110,0,0
330,1639,361,109,0,0
331,1639,361,109,0,0
332,1638,362,112,0,0
333,1638,362,114,0,0
334,1638,362,113,0,0
335,1638,362,112,0,0
336,1638,362,113,0,0
337,1638,362,113,0,0
338,1638,362,114,0,0
339,1638,362,113,0,0
340,1637,363,112,0,0
341,1636,364,112,0,0
342,1636,364,114,0,0
343,1636,364,114,0,0
344,1636,364,111,0,0
345,1635,365,111,0,0
346,1634,366,112,0,0
347,1629,371,111,0,0
348,1626,374,109,0,0
349,1625,375,108,0,0
350,1624,376,109,0,0
351,1624,376,111,0,0
352,1624,376,110,0,0
353,1624,376,111,0,0
354,1622,378,111,0,0
355,1621,379,112,0,0
356,1620,380,112,0,0
357,1618,382,113,0,0
358,1617,383,114,0,0
359,1617,383,112,0,0
360,1617,383,112,0,0
361,1615,385,112,0,0
362,1614,386,112,0,0
363,1612,388,111,0,0
364,1610,390,111,0,0
365,1608,392,111,0,0
366,1606,394,109,0,0
367,1604,396,111,0,0
368,1604,396,112,0,0
369,1604,396,115,0,0
370,1603,397,117,0,0
371,1601,399,118,0,0
372,1601,399,119,0,0
373,1601,399,120,0,0
374,1601,399,121,0,0
375,1600,400,121,0,0
376,1600,400,123,0,0
377,1600,400,123,0,0
378,1600,400,125,0,0
379,1599,401,127,0,0
380,1597,403,126,0,0
381,1596,404,125,0,0
382,1591,409,126,0,0
383,1588,412,126,0,0
384,1586,414,120,0,0
385,1586,414,121,0,0
386,1586,414,121,0,0
387,1585,415,121,0,0
388,1584,416,122,0,0
389,1583,417,123,0,0
390,1580,420,123,0,0
391,1579,421,122,0,0
392,1576,424,125,0,0
393,1575,425,125,0,0
394,1574,426,123,0,0
395,1573,427,123,0,0
396,1573,427,120,0,0
397,1571,429,119,0,0
398,1570,430,118,0,0
399,1570,430,119,0,0
400,1570,430,120,0,0
401,1570,353,123,71,6
402,1570,331,127,92,7
403,1570,324,129,99,7
404,1570,324,129,99,7
405,1569,325,128,99,7
406,1567,327,129,99,7
407,1565,329,127,99,7
408,1564,330,129,99,7
409,1562,332,129,99,7
410,1559,335,126,99,7
411,1558,336,126,99,7
412,1557,337,125,99,7
413,1556,338,124,99,7
414,1556,338,127,99,7
415,1553,341,127,99,7
416,1550,344,127,99,7
417,1548,346,129,99,7
418,1548,346,130,99,7
419,1548,346,132,99,7
420,1548,346,133,99,7
421,1548,346,132,99,7
422,1547,347,129,99,7
423,1542,352,129,99,7
424,1542,352,130,99,7
425,1542,352,131,99,7
426,1542,352,132,99,7
427,1541,353,133,99,7
428,1538,356,136,99,7
429,1533,360,133,100,7
430,1531,362,134,100,7
431,1531,362,133,100,7
432,1531,362,131,100,7
433,1529,363,130,101,7
434,1528,363,132,102,7
435,1526,365,134,102,7
436,1526,365,135,102,7
437,1525,364,135,104,7
438,1522,367,136,104,7
439,1521,368,137,104,7
440,1520,369,138,104,7
441,1518,371,137,104,7
442,1515,373,135,105,7
443,1514,374,136,105,7
444,1513,374,137,106,7
445,1513,373,137,107,7
446,1513,373,134,107,7
447,1511,375,133,107,7
448,1511,375,134,107,7
449,1510,376,134,107,7
450,1508,377,134,108,7
