time,susceptible,infected,hospital,recovered,dead
0,1965,35,0,0,0
1,1920,80,0,0,0
2,1907,93,1,0,0
3,1897,103,2,0,0
4,1893,107,3,0,0
5,1891,109,4,0,0
6,1891,109,4,0,0
7,1891,109,4,0,0
8,1891,109,5,0,0
9,1891,109,5,0,0
10,1888,112,6,0,0
11,1887,113,6,0,0
12,1884,116,6,0,0
13,1884,116,6,0,0
14,1884,116,6,0,0
15,1884,116,6,0,0
16,1883,117,8,0,0
17,1883,117,8,0,0
18,1882,118,10,0,0
19,1879,121,11,0,0
20,1878,122,12,0,0
21,1877,123,13,0,0
22,1877,123,13,0,0
23,1877,123,14,0,0
24,1877,123,14,0,0
25,1877,123,15,0,0
26,1877,123,15,0,0
27,1877,123,16,0,0
28,1877,123,16,0,0
29,1877,123,17,0,0
30,1876,124,17,0,0
31,1875,125,18,0,0
32,1870,130,19,0,0
33,1865,135,19,0,0
34,1862,138,20,0,0
35,1861,139,21,0,0
36,1861,139,23,0,0
37,1859,141,23,0,0
38,1857,143,24,0,0
39,1857,143,25,0,0
40,1857,143,27,0,0
41,1857,143,28,0,0
42,1857,143,28,0,0
43,1856,144,28,0,0
44,1856,144,28,0,0
45,1856,144,28,0,0
46,1856,144,28,0,0
47,1855,145,28,0,0
48,1854,146,29,0,0
49,1852,148,29,0,0
50,1852,148,29,0,0
51,1851,149,31,0,0
52,1849,151,32,0,0
53,1849,151,32,0,0
54,1848,152,32,0,0
55,1848,152,33,0,0
56,1848,152,33,0,0
57,1846,154,33,0,0
58,1845,155,34,0,0
59,1844,156,35,0,0
60,1843,157,35,0,0
61,1842,158,36,0,0
62,1842,158,37,0,0
63,1842,158,38,0,0
64,1839,161,40,0,0
65,1838,162,42,0,0
66,1836,164,43,0,0
67,1835,165,45,0,0
68,1835,165,46,0,0
69,1834,166,46,0,0
70,1832,168,47,0,0
71,1831,169,47,0,0
72,1826,174,47,0,0
73,1826,174,47,0,0
74,1825,175,48,0,0
75,1823,177,48,0,0
76,1823,177,49,0,0
77,1822,178,49,0,0
78,1821,179,50,0,0
79,1820,180,50,0,0
80,1820,180,51,0,0
81,1820,180,51,0,0
82,1818,182,51,0,0
83,1818,182,52,0,0
84,1815,185,54,0,0
85,1812,188,56,0,0
86,1810,190,56,0,0
87,1809,191,57,0,0
88,1804,196,58,0,0
89,1802,198,59,0,0
90,1800,200,61,0,0
91,1798,202,61,0,0
92,1798,202,62,0,0
93,1798,202,63,0,0
94,1798,202,64,0,0
95,1798,202,64,0,0
96,1798,202,64,0,0
97,1797,203,64,0,0
98,1797,203,66,0,0
99,1796,204,66,0,0
100,1796,204,68,0,0
101,1796,204,68,0,0
102,1795,205,67,0,0
103,1795,205,70,0,0
104,1793,207,69,0,0
105,1793,207,69,0,0
106,1793,207,70,0,0
107,1792,208,70,0,0
108,1792,208,69,0,0
109,1792,208,70,0,0
110,1792,208,70,0,0
111,1791,209,72,0,0
112,1790,210,72,0,0
113,1787,213,72,0,0
114,1786,214,73,0,0
115,1784,216,75,0,0
116,1784,216,74,0,0
117,1784,216,74,0,0
118,1784,216,72,0,0
119,1784,216,73,0,0
120,1784,216,74,0,0
121,1784,216,74,0,0
122,1784,216,74,0,0
123,1782,218,73,0,0
124,1782,218,74,0,0
125,1782,218,75,0,0
126,1781,219,76,0,0
127,1779,221,75,0,0
128,1777,223,77,0,0
129,1777,223,76,0,0
130,1777,223,77,0,0
131,1777,223,78,0,0
132,1775,225,80,0,0
133,1775,225,81,0,0
134,1775,225,82,0,0
135,1775,225,81,0,0
136,1775,225,79,0,0
137,1774,226,81,0,0
138,1772,228,81,0,0
139,1769,231,80,0,0
140,1768,232,80,0,0
141,1768,232,80,0,0
142,1766,234,81,0,0
143,1766,234,82,0,0
144,1766,234,84,0,0
145,1766,234,84,0,0
146,1766,234,85,0,0
147,1762,238,85,0,0
148,1762,238,85,0,0
149,1761,239,85,0,0
150,1759,241,85,0,0
151,1759,241,84,0,0
152,1759,241,83,0,0
153,1758,242,84,0,0
154,1758,242,85,0,0
155,1757,243,84,0,0
156,1757,243,86,0,0
157,1757,243,88,0,0
158,1756,244,87,0,0
159,1756,244,86,0,0
160,1755,245,86,0,0
161,1754,246,86,0,0
162,1752,248,85,0,0
163,1752,248,85,0,0
164,1751,249,83,0,0
165,1751,249,84,0,0
166,1749,251,85,0,0
167,1747,253,83,0,0
168,1745,255,82,0,0
169,1745,255,82,0,0
170,1743,257,81,0,0
171,1739,261,83,0,0
172,1738,262,83,0,0
173,1738,262,84,0,0
174,1738,262,84,0,0
175,1737,263,84,0,0
176,1737,263,84,0,0
177,1733,267,85,0,0
178,1731,269,86,0,0
179,1731,269,86,0,0
180,1731,269,86,0,0
181,1730,270,87,0,0
182,1728,272,88,0,0
183,1726,274,88,0,0
184,1723,277,87,0,0
185,1723,277,87,0,0
186,1723,277,89,0,0
187,1721,279,88,0,0
188,1719,281,89,0,0
189,1719,281,88,0,0
190,1719,281,87,0,0
191,1718,282,89,0,0
192,1716,284,88,0,0
193,1716,284,89,0,0
194,1715,285,89,0,0
195,1713,287,91,0,0
196,1713,287,94,0,0
197,1712,288,95,0,0
198,1709,291,95,0,0
199,1708,292,95,0,0
