time,susceptible,infected,hospital,recovered,dead
0,1957,43,0,0,0
1,1921,79,0,0,0
2,1893,107,0,0,0
3,1882,118,0,0,0
4,1876,124,0,0,0
5,1871,129,2,0,0
6,1869,131,3,0,0
7,1865,135,3,0,0
8,1861,139,4,0,0
9,1857,143,5,0,0
10,1850,150,6,0,0
11,1850,150,6,0,0
12,1850,150,7,0,0
13,1850,150,7,0,0
14,1850,150,9,0,0
15,1847,153,9,0,0
16,1846,154,10,0,0
17,1845,155,11,0,0
18,1845,155,13,0,0
19,1843,157,13,0,0
20,1841,159,15,0,0
21,1841,159,15,0,0
22,1840,160,15,0,0
23,1839,161,15,0,0
24,1839,161,15,0,0
25,1839,161,16,0,0
26,1839,161,17,0,0
27,1838,162,17,0,0
28,1837,163,18,0,0
29,1835,165,18,0,0
30,1833,167,19,0,0
31,1833,167,19,0,0
32,1833,167,21,0,0
33,1831,169,21,0,0
34,1830,170,21,0,0
35,1829,171,21,0,0
36,1828,172,25,0,0
37,1827,173,25,0,0
38,1827,173,27,0,0
39,1827,173,30,0,0
40,1823,177,31,0,0
41,1819,181,32,0,0
42,1818,182,32,0,0
43,1818,182,33,0,0
44,1818,182,33,0,0
45,1816,184,33,0,0
46,1814,186,33,0,0
47,1811,189,35,0,0
48,1809,191,36,0,0
49,1809,191,37,0,0
50,1809,191,38,0,0
51,1809,191,38,0,0
52,1808,192,40,0,0
53,1808,192,40,0,0
54,1808,192,40,0,0
55,1808,192,40,0,0
56,1808,192,40,0,0
57,1807,193,43,0,0
58,1807,193,44,0,0
59,1807,193,44,0,0
60,1805,195,44,0,0
61,1803,197,44,0,0
62,1803,197,46,0,0
63,1803,197,46,0,0
64,1803,197,46,0,0
65,1800,200,47,0,0
66,1798,202,48,0,0
67,1793,207,48,0,0
68,1790,210,50,0,0
69,1786,214,52,0,0
70,1786,214,54,0,0
71,1786,214,54,0,0
72,1785,215,56,0,0
73,1781,219,58,0,0
74,1779,221,59,0,0
75,1778,222,59,0,0
76,1777,223,59,0,0
77,1777,223,59,0,0
78,1777,223,59,0,0
79,1774,226,62,0,0
80,1770,230,62,0,0
81,1770,230,62,0,0
82,1770,230,63,0,0
83,1769,231,63,0,0
84,1768,232,64,0,0
85,1768,232,65,0,0
86,1767,233,65,0,0
87,1765,235,66,0,0
88,1764,236,66,0,0
89,1763,237,67,0,0
90,1761,239,69,0,0
91,1759,241,71,0,0
92,1759,241,72,0,0
93,1758,242,72,0,0
94,1756,244,72,0,0
95,1753,247,72,0,0
96,1749,251,72,0,0
97,1748,252,72,0,0
98,1748,252,73,0,0
99,1745,255,74,0,0
100,1743,257,77,0,0
101,1743,257,78,0,0
102,1743,257,79,0,0
103,1742,258,80,0,0
104,1742,258,80,0,0
105,1742,258,79,0,0
106,1742,258,80,0,0
107,1740,260,80,0,0
108,1739,261,79,0,0
109,1739,261,79,0,0
110,1738,262,78,0,0
111,1738,262,79,0,0
112,1738,262,79,0,0
113,1738,262,79,0,0
114,1738,262,77,0,0
115,1737,263,78,0,0
116,1736,264,78,0,0
117,1736,264,78,0,0
118,1734,266,76,0,0
119,1733,267,77,0,0
120,1732,268,76,0,0
121,1732,268,76,0,0
122,1731,269,77,0,0
123,1730,270,78,0,0
124,1729,271,79,0,0
125,1729,271,79,0,0
126,1729,271,78,0,0
127,1727,273,80,0,0
128,1723,277,80,0,0
129,1721,279,82,0,0
130,1720,280,82,0,0
