time,susceptible,infected,hospital,recovered,dead
0,1963,37,0,0,0
1,1917,83,1,0,0
2,1886,114,2,0,0
3,1880,120,2,0,0
4,1877,123,2,0,0
5,1876,124,3,0,0
6,1876,124,3,0,0
7,1876,124,3,0,0
8,1876,124,3,0,0
9,1876,124,4,0,0
10,1876,124,4,0,0
11,1876,124,4,0,0
12,1876,124,5,0,0
13,1876,124,6,0,0
14,1876,124,8,0,0
15,1876,124,9,0,0
16,1876,124,9,0,0
17,1876,124,9,0,0
18,1876,124,9,0,0
19,1876,124,11,0,0
20,1876,124,12,0,0
21,1876,124,13,0,0
22,1876,124,13,0,0
23,1876,124,13,0,0
24,1876,124,15,0,0
25,1876,124,15,0,0
26,1876,124,15,0,0
27,1876,124,15,0,0
28,1876,124,16,0,0
29,1876,124,17,0,0
30,1876,124,18,0,0
31,1876,124,20,0,0
32,1876,124,20,0,0
33,1876,124,20,0,0
34,1876,124,21,0,0
35,1876,124,21,0,0
36,1874,126,23,0,0
37,1874,126,23,0,0
38,1874,126,23,0,0
39,1873,127,23,0,0
40,1873,127,24,0,0
41,1873,127,25,0,0
42,1869,131,25,0,0
43,1868,132,25,0,0
44,1866,134,25,0,0
45,1864,136,25,0,0
46,1863,137,25,0,0
47,1863,137,25,0,0
48,1863,137,25,0,0
49,1863,137,25,0,0
50,1863,137,26,0,0
51,1863,137,26,0,0
52,1863,137,27,0,0
53,1863,137,27,0,0
54,1863,137,28,0,0
55,1863,137,28,0,0
56,1863,137,28,0,0
57,1863,137,28,0,0
58,1863,137,28,0,0
59,1863,137,28,0,0
60,1863,137,28,0,0
61,1863,137,30,0,0
62,1863,137,30,0,0
63,1863,137,31,0,0
64,1862,138,32,0,0
65,1862,138,33,0,0
66,1861,139,33,0,0
67,1860,140,34,0,0
68,1860,140,35,0,0
69,1860,140,36,0,0
70,1860,140,36,0,0
71,1858,142,36,0,0
72,1852,148,36,0,0
73,1852,148,36,0,0
74,1852,148,36,0,0
75,1850,150,36,0,0
76,1850,150,36,0,0
77,1850,150,38,0,0
78,1850,150,40,0,0
79,1850,150,41,0,0
80,1850,150,41,0,0
81,1850,150,41,0,0
82,1850,150,42,0,0
83,1849,151,43,0,0
84,1845,155,43,0,0
85,1842,158,44,0,0
86,1842,158,44,0,0
87,1841,159,45,0,0
88,1840,160,46,0,0
89,1840,160,46,0,0
90,1839,161,46,0,0
91,1838,162,47,0,0
92,1837,163,48,0,0
93,1836,164,48,0,0
